customer_id,signup_date,total_orders,total_spend,last_order_date,avg_order_value,return_rate,support_tickets,app_sessions_30d,churned,days_since_last_order,orders_last_30d,cart_abandonment_rate,wishlist_additions,avg_review_rating,email_open_rate,gender,age,city,acquisition_channel
C000797,2024-06-06,28,81121.64,2024-12-15,2897.2,0.315,4,42,0,441,3,0.47,10,2.4,0.158,Male,21,DELHI,referral
C000798,2024-01-25,43,58724.11,2024-09-23,1365.68,0.243,4,86,0,524,0,0.355,1,2.6,0.507,Female,47,Delhi,referral
C000799,2024-04-29,14,24393.68,2025-01-21,1742.41,0.207,8,86,0,404,2,0.11,11,2.1,,male,64,Gurgaon,referral
C000800,2024-07-09,37,105203.16,2024-12-02,2843.33,0.233,7,64,0,454,4,0.122,20,3.4,,F,50,Indore,social
C000801,2024-12-08,5,2539.23,2025-11-23,507.85,0.015,1,82,0,98,1,0.592,6,1.1,0.044,,34,Ahmedabad,organic
C000802,2024-10-17,30,82072.79,2025-05-29,2735.76,0.126,9,38,0,276,3,0.157,14,1.6,,female,35,Lucknow,paid_ad
C000803,2024-12-17,20,54051.22,2025-03-26,2702.56,0.171,8,96,0,340,3,0.703,12,4.4,0.177,M,44,Hyderabad,referral
C000804,2024-10-22,47,37223.18,2025-03-04,791.98,0.322,7,96,0,362,0,0.644,8,4.5,0.32,M,29,DELHI,
C000805,2024-12-20,33,19828.68,2025-05-16,600.87,0.303,3,53,0,289,5,0.398,18,4.6,0.267,,38,Kochi,referral
C000806,2024-12-11,9,17110.01,2025-01-01,1901.11,0.428,10,1,0,424,1,0.34,20,4.1,0.487,M,51,Delhi,referral
C000807,2024-12-23,36,30404.47,2025-06-03,844.57,0.376,3,50,0,271,1,0.001,12,2.9,0.386,Female,57,Bangalore,referral
C000808,2024-03-11,50,123485.53,2024-03-21,2469.71,0.123,5,88,0,710,3,0.203,8,4.5,,M,63,mumbai,organic
C000809,2024-06-11,26,22796.45,2025-01-11,876.79,0.253,6,6,0,414,2,0.218,9,1.8,0.213,male,34,Chandigarh,organic
C000810,2024-05-28,19,21522.98,2025-05-17,1132.79,0.404,3,90,0,288,0,0.414,5,4.4,0.143,female,69,Delhi,social
C000811,2024-09-28,7,15254.74,2025-08-10,2179.25,0.195,9,7,0,203,2,0.33,17,4.5,0.039,female,46,Chandigarh,
C000812,2024-12-16,14,12280.37,2026-01-14,877.17,0.152,1,16,0,46,5,0.358,9,2.2,,,62,Lucknow,
C000813,2024-12-21,23,5012.01,2025-06-14,217.91,0.289,3,63,0,260,2,0.678,9,1.6,0.308,Male,70,Bnglr,referral
C000814,2024-02-14,9,18455.12,2025-01-29,2050.57,0.18,9,,0,396,2,0.298,11,2.9,0.157,F,32,Indore,social
C000815,2024-10-25,11,9851.2,2025-07-16,895.56,0.3,1,21,0,228,1,0.23,16,4.0,0.193,F,28,BANGALORE,
C000816,2024-12-21,2,11675.96,2025-06-12,1667.99,0.169,9,18,1,262,0,0.142,8,,0.165,F,33,BANGALORE,organic
C000817,2024-11-06,27,30544.81,2025-03-05,1131.29,0.062,5,68,0,361,2,0.734,18,4.8,0.411,F,39,Bnglr,social
C000818,2024-02-07,46,12018.8,2024-12-24,261.28,0.429,7,92,0,432,2,0.55,7,1.2,0.005,Female,53,Jaipur,social
C000819,2024-11-18,3,2468.01,2025-02-26,822.67,,2,57,0,368,3,0.285,13,4.9,,,55,bangalore,paid_ad
C000820,2024-07-07,0,0.0,,,,10,85,0,,2,0.133,9,,0.31,male,47,BANGALORE,
C000821,2024-05-22,4,11988.1,2024-08-09,2997.03,0.327,9,41,0,569,5,0.507,12,1.2,0.296,female,44,mumbai,paid_ad
C000822,2024-01-07,39,73709.41,2025-01-10,1889.98,0.08,0,5,0,415,3,0.408,9,3.2,,male,36,Hyderabad,organic
C000823,2024-09-05,42,42288.51,2024-09-08,1006.87,0.141,7,83,0,539,2,0.313,6,3.9,,Female,55,Kolkata,referral
C000824,2024-07-15,14,22452.49,2025-04-15,1603.75,0.296,2,45,0,320,5,0.232,6,1.2,,Male,61,Mumbai,referral
C000825,2024-07-13,31,38857.95,2025-06-08,1253.48,0.229,6,83,0,266,4,0.577,20,4.6,0.24,Female,34,Jaipur,paid_ad
C000826,2024-04-13,31,10405.16,2024-09-30,335.65,0.423,1,21,0,517,1,0.038,16,2.9,0.07,male,36,Hyderabad,organic
C000827,2024-12-05,7,20924.24,2025-10-05,2989.18,0.302,1,66,0,147,0,0.017,7,2.3,,Female,57,Bangalore,referral
C000828,2024-05-08,4,4376.83,2025-02-16,1094.21,0.119,0,81,0,378,5,0.365,4,3.7,0.199,,60,BANGALORE,social
C000829,2024-08-07,29,50686.66,2025-05-14,1747.82,0.459,2,75,0,291,3,0.716,8,1.6,0.45,F,67,Noida,organic
C000830,2024-12-20,44,89333.62,2026-01-01,2030.31,0.268,6,53,0,59,0,0.68,2,1.3,0.307,F,36,Pune,
C000831,2024-10-25,17,19265.43,2025-03-13,1133.26,0.156,8,74,0,353,5,0.715,15,3.5,0.576,F,68,Mumbai,organic
C000832,2024-01-06,7,16576.08,2024-08-21,2368.01,0.093,1,,0,557,3,0.094,2,3.3,0.128,female,26,Mumbai,
C000833,2024-10-07,7,17367.84,2025-10-16,2481.12,0.24,6,81,0,136,3,0.224,0,1.2,0.131,Female,22,Chennai,referral
C000834,2024-08-09,46,57911.34,2024-10-06,1258.94,0.296,4,71,0,511,1,0.174,6,1.7,0.423,Male,39,Chandigarh,referral
C000835,2024-01-16,42,59365.52,2024-06-11,1413.46,0.298,9,33,0,628,0,0.351,9,4.4,0.214,Female,48,chennai,referral
C000836,2024-07-24,35,102031.17,2025-08-01,2915.18,0.372,6,95,0,212,5,0.391,13,2.2,0.301,Male,55,Mumbai,referral
C000837,2024-04-07,47,135049.92,2024-10-05,2873.4,0.396,8,0,0,512,2,0.056,17,1.1,0.025,,25,Bnglr,referral
C000838,2024-04-15,48,76239.72,2024-06-12,1588.33,0.455,0,33,0,627,0,0.619,7,1.2,0.339,F,67,Kochi,organic
C000839,2024-12-02,31,65604.46,2025-10-17,2116.27,0.371,6,91,0,135,3,0.439,10,2.4,,female,69,Chennai,paid_ad
C000840,2024-03-10,18,19335.53,2024-07-05,1074.2,0.046,5,29,0,604,5,0.298,8,3.9,0.219,F,67,Bangalore,paid_ad
C000841,2024-09-10,11,21100.62,2024-11-11,1918.24,0.1,0,89,0,475,2,0.485,3,2.2,,M,65,Jaipur,social
C000842,2024-05-28,26,46627.97,2025-05-06,1793.38,0.402,2,35,0,299,0,0.693,5,3.5,0.352,male,32,Lucknow,referral
C000843,2024-06-23,40,84306.54,2024-10-30,2107.66,0.316,1,95,0,487,3,0.388,17,4.4,0.178,F,25,BANGALORE,organic
C000844,2024-01-01,1,1945.41,2024-12-02,1945.41,,8,80,0,454,3,0.724,3,,0.287,Female,48,DELHI,referral
C000845,2024-04-29,2,4360.02,2024-08-04,545.0,0.308,8,2,1,574,0,0.689,6,,,,61,Hyderabad,referral
C000846,2024-08-06,49,121319.79,2024-08-29,2475.91,0.106,6,90,0,549,4,0.676,12,1.4,0.041,female,66,Hyderabad,paid_ad
C000847,2024-01-12,18,29878.1,2024-09-08,1659.89,0.463,1,64,0,539,0,0.195,7,3.6,0.427,,64,Kolkata,organic
C000848,2024-03-08,13,88834.57,2024-03-28,2220.86,0.208,10,2,1,703,0,0.228,9,2.4,,Female,66,Chennai,organic
C000849,2024-10-30,0,0.0,,,,0,70,0,,5,0.772,5,,0.401,,24,Bangalore,referral
C000850,2024-03-28,20,24619.04,2025-03-06,1230.95,0.338,0,3,0,360,0,0.35,2,1.1,0.543,F,61,Noida,paid_ad
C000851,2024-04-15,47,64208.85,2024-09-09,1366.15,0.094,2,51,0,538,3,0.097,7,2.9,0.186,,34,chennai,social
C000852,2024-11-05,23,7267.21,2025-01-03,315.97,0.33,9,76,0,422,2,0.501,8,4.9,0.43,male,26,BANGALORE,social
C000853,2024-10-04,18,14196.95,2025-05-30,788.72,0.383,2,92,0,275,5,0.469,2,3.3,0.115,F,42,Kochi,
C000854,2024-03-14,21,43416.65,2024-08-28,2067.46,0.267,8,4,0,550,3,0.548,17,2.6,0.419,female,52,chennai,
C000855,2024-11-15,13,22019.69,2025-04-12,1693.82,0.239,7,24,0,323,2,0.675,11,3.3,,male,60,Noida,paid_ad
C000856,2024-07-06,4,6175.73,2024-09-13,1543.93,0.031,2,20,0,534,0,0.142,12,4.8,0.497,female,37,Pune,organic
C000857,2024-03-20,4,5900.12,2024-05-26,421.44,0.277,5,1,1,644,0,0.303,10,3.8,,F,36,Ahmedabad,paid_ad
C000858,2024-12-03,2,4010.15,2024-12-03,2005.08,,0,98,0,453,0,0.082,8,,,F,54,BANGALORE,
C000859,2024-12-01,11,21869.53,2025-09-05,1988.14,0.155,4,11,0,177,4,0.144,16,5.0,0.196,female,66,DELHI,social
C000860,2024-09-20,19,4921.34,2025-02-14,259.02,0.198,2,73,0,380,0,0.498,2,4.2,0.166,female,33,Indore,organic
C000861,2024-10-29,4,24114.3,2025-01-27,1854.95,0.466,5,24,1,398,0,0.104,20,3.3,0.251,female,65,bangalore,
C000862,2024-01-03,34,27145.98,2024-04-26,798.41,0.441,4,47,0,674,3,0.372,4,4.9,0.486,M,46,Delhi,paid_ad
C000863,2024-01-26,15,39383.37,2024-06-30,2625.56,0.435,10,53,0,609,0,0.1,14,1.3,0.236,,41,Bangalore,social
C000864,2024-09-12,37,79968.88,2024-11-21,2161.32,0.406,4,86,0,465,2,0.157,19,2.6,0.554,female,67,bangalore,referral
C000865,2024-11-17,11,8306.85,2025-07-03,755.17,0.334,9,22,0,241,3,0.508,6,4.5,,,35,Delhi,social
C000866,2024-01-09,14,36688.56,2025-01-04,2620.61,0.14,3,80,0,421,2,0.474,4,4.2,0.564,Female,33,Indore,referral
C000867,2024-07-28,28,42982.64,2025-07-12,1535.09,0.362,0,93,0,232,4,0.335,20,2.5,,Male,35,Bangalore,paid_ad
C000868,2024-03-05,39,76613.0,2024-05-14,1964.44,0.08,5,29,0,656,3,0.205,15,4.2,0.119,F,33,DELHI,paid_ad
C000869,2024-09-16,14,8407.6,2024-11-22,600.54,0.117,5,81,0,464,5,0.047,15,1.4,0.22,Female,54,Pune,referral
C000870,2024-02-03,15,23907.48,2024-06-11,508.67,0.405,9,2,1,628,0,0.515,10,4.3,0.179,Female,63,mumbai,social
C000871,2024-02-06,6,2269.47,2024-08-16,378.24,0.089,8,37,0,562,2,0.58,17,2.9,0.255,female,55,Mumbai,
C000872,2024-05-31,8,17033.26,2024-09-11,2129.16,0.213,3,92,0,536,2,0.37,10,2.0,,F,22,bangalore,
C000873,2024-06-19,30,87755.48,2024-12-11,2925.18,0.072,6,38,0,445,4,0.65,7,3.9,0.599,F,61,Bnglr,paid_ad
C000874,2024-03-17,46,97029.4,2024-08-27,2109.33,0.179,2,98,0,551,2,0.533,11,4.1,0.14,M,39,Chandigarh,
C000875,2024-09-22,22,38472.41,2025-02-06,1748.75,0.332,7,83,0,388,2,0.002,4,2.2,0.366,F,67,Hyderabad,social
C000876,2024-01-10,1,2787.62,2024-12-06,2787.62,,8,5,0,450,2,0.142,1,,0.348,F,52,chennai,organic
C000877,2024-10-08,4,8618.82,2025-01-16,2154.7,0.001,10,,0,409,2,0.795,11,3.9,0.509,Male,45,Ahmedabad,
C000878,2024-12-12,11,23304.01,2025-09-22,2118.55,0.075,0,59,0,160,1,0.623,7,4.2,,female,61,Hyderabad,organic
C000879,2024-06-03,23,48342.23,2025-01-14,2101.84,0.005,4,59,0,411,1,0.172,6,3.5,0.408,Female,999,Ahmedabad,organic
C000880,2024-05-16,1,0.0,,,,10,4,1,,0,0.462,4,,0.489,F,29,mumbai,
C000881,2024-01-09,46,110715.72,2025-02-04,2406.86,0.111,10,85,0,390,5,0.167,0,4.5,0.447,M,29,BANGALORE,social
C000882,2024-03-18,42,33497.57,2024-08-02,797.56,0.082,6,97,0,576,0,0.52,11,2.3,0.097,female,35,Bnglr,social
C000883,2024-01-16,46,119981.56,2024-07-07,2608.29,0.232,10,41,0,602,3,0.059,7,1.6,0.23,male,24,Chandigarh,referral
C000884,2024-12-31,39,18371.02,2025-08-24,471.05,0.353,3,17,0,189,4,0.671,4,3.4,0.402,Male,40,Bangalore,organic
C000885,2024-03-15,7,8982.65,2024-09-07,1283.24,0.186,6,80,0,540,0,0.082,8,2.6,0.224,F,50,chennai,paid_ad
C000886,2024-06-05,44,86371.07,2024-08-26,1962.98,0.285,0,,0,552,5,0.01,12,1.9,0.074,Female,48,Chandigarh,organic
C000887,2024-09-23,4,1009.91,2024-10-22,252.48,0.426,4,9,0,495,4,0.177,7,3.3,0.032,M,53,Jaipur,paid_ad
C000888,2024-06-10,46,73176.62,2024-07-18,1590.8,0.007,8,,0,591,4,0.232,12,3.7,0.441,Male,29,Kochi,paid_ad
C000889,2024-10-31,18,42687.15,2025-07-07,2371.51,0.356,7,,0,237,1,0.333,14,2.7,0.557,male,41,Noida,
C000890,2024-10-16,47,113104.17,2025-10-11,2406.47,0.15,6,79,0,141,3,0.737,15,4.7,0.516,Male,34,Mumbai,referral
C000891,2024-04-28,8,20492.86,2025-02-09,2561.61,0.238,0,40,0,385,3,0.792,2,4.5,0.01,F,23,Noida,social
C000892,2024-12-23,5,12763.76,2025-11-27,2552.75,0.014,9,66,0,94,2,0.46,3,1.6,0.085,Male,53,Gurgaon,social
C000893,2024-08-05,13,17219.57,2024-11-03,1324.58,0.122,10,79,0,483,2,0.16,4,1.2,,Female,19,Bnglr,organic
C000894,2024-01-31,36,88097.42,2024-07-24,2447.15,0.359,4,55,0,585,5,0.287,5,3.8,0.043,Male,65,Jaipur,referral
C000895,2024-04-07,5,5789.69,2024-11-06,1157.94,0.025,9,24,0,480,0,0.061,9,4.6,,F,57,Kochi,
C000896,2024-10-31,13,26394.39,2025-04-27,2030.34,0.498,5,11,0,308,2,0.486,7,2.7,0.488,male,68,Jaipur,referral
C000897,2024-08-03,35,90254.62,2025-01-27,2578.7,0.243,6,91,0,398,2,0.768,2,3.5,,Female,46,Pune,social
C000898,2024-04-12,4,6042.38,2025-03-27,1510.6,0.331,9,37,0,339,4,0.062,7,2.7,0.13,male,19,Chandigarh,social
C000899,2024-08-25,39,112028.18,2025-02-18,2872.52,0.266,4,83,0,376,5,0.077,12,3.3,0.339,,30,Hyderabad,organic
C000900,2024-12-15,15,16877.18,2025-06-17,1125.15,0.405,8,,0,257,0,0.795,15,1.0,0.2,Female,39,Pune,social
C000901,2024-06-08,18,30764.89,2024-08-29,1709.16,0.297,3,39,0,549,3,0.498,8,4.8,0.589,F,39,Ahmedabad,referral
C000902,2024-08-12,2,744.35,2024-10-21,372.18,,10,69,0,496,1,0.561,1,,0.549,M,47,Lucknow,referral
C000903,2024-11-08,42,21667.84,2025-01-17,515.9,0.433,9,6,0,408,5,0.529,12,2.9,0.093,Female,62,mumbai,organic
C000904,2024-08-26,2,4423.49,2024-11-18,2211.74,,4,,0,468,3,0.33,8,,0.121,male,45,Bangalore,social
C000905,2024-10-03,5,8898.94,2025-08-15,1779.79,0.088,9,30,0,198,2,0.034,13,1.9,0.455,Male,69,mumbai,paid_ad
C000906,2024-11-17,34,90989.65,2025-12-11,2676.17,0.459,5,69,0,80,5,0.673,0,1.1,0.521,F,46,Kolkata,referral
C000907,2024-05-29,27,53895.65,2025-03-24,1996.14,0.167,5,54,0,342,0,0.115,5,2.5,0.374,male,65,Hyderabad,
C000908,2024-07-01,37,110982.73,2024-11-08,2999.53,0.293,6,14,0,478,2,0.673,7,2.3,,Female,49,chennai,
C000909,2024-10-21,42,70231.42,2025-03-14,1672.18,0.361,4,50,0,352,2,0.582,9,1.6,0.524,male,52,Lucknow,
C000910,2024-11-17,8,46284.61,2025-04-23,1780.18,0.357,10,18,1,312,0,0.471,12,3.8,0.138,male,57,Kolkata,organic
C000911,2024-04-21,19,34033.54,2025-04-23,1791.24,0.264,10,97,0,312,3,0.458,13,3.6,,Male,25,Bnglr,social
C000912,2024-07-24,2,2018.16,2025-04-15,1009.08,,10,43,0,320,5,0.789,6,,0.572,M,46,Bangalore,referral
C000913,2024-09-05,18,41122.63,2025-05-03,2284.59,0.41,5,6,0,302,4,0.073,17,1.3,0.307,male,65,Delhi,paid_ad
C000914,2024-08-28,32,62877.94,2024-08-31,1964.94,0.44,7,96,0,547,3,0.042,0,2.7,0.245,M,68,mumbai,
C000915,2024-11-09,49,113484.48,2025-09-11,2316.01,0.271,1,86,0,171,0,0.52,1,2.7,0.294,,48,Gurgaon,organic
C000916,2024-03-09,18,34827.53,2025-01-04,1934.86,0.496,10,85,0,421,5,0.001,15,3.7,,F,29,Gurgaon,social
C000917,2024-11-04,30,72835.15,2025-05-31,2427.84,0.109,10,7,0,274,1,0.642,6,2.7,0.056,Female,19,mumbai,
C000918,2024-02-12,13,29204.03,2024-08-28,2246.46,0.148,2,61,0,550,3,0.197,11,2.4,,,29,Kochi,
C000919,2024-09-19,38,13947.1,2024-09-24,367.03,0.405,4,7,0,523,3,0.323,20,4.2,,Female,59,Bnglr,social
C000920,2024-02-22,14,41139.73,2024-10-01,2938.55,0.445,8,52,0,516,0,0.193,18,3.9,0.287,female,65,Chennai,social
C000921,2024-04-11,16,35685.85,2024-04-24,2230.37,0.115,9,43,0,676,1,0.774,14,3.7,0.529,,39,Kochi,organic
C000922,2024-02-17,11,28540.48,2024-07-24,2594.59,0.204,3,73,0,585,2,0.554,11,1.7,0.255,Female,20,Hyderabad,social
C000923,2024-08-29,45,65443.21,2025-07-29,1454.29,0.174,7,44,0,215,0,0.348,3,2.5,0.157,female,65,Noida,referral
C000924,2024-01-01,50,119833.57,2024-10-04,2396.67,0.202,2,92,0,513,2,0.055,17,1.8,0.367,F,70,Kochi,
C000925,2024-11-02,4,3032.47,2025-02-19,758.12,0.467,1,44,0,375,5,0.042,0,2.6,0.331,male,66,Ahmedabad,referral
C000926,2024-05-14,5,14076.35,2025-02-26,2815.27,0.287,10,95,0,368,3,0.256,13,2.9,0.29,F,25,mumbai,referral
C000927,2024-12-22,27,33033.15,2025-05-11,1223.45,0.112,7,36,0,294,2,0.195,8,2.8,,Female,45,Gurgaon,social
C000928,2024-12-26,21,21372.95,2025-01-10,1017.76,0.408,9,,0,415,2,0.513,16,2.2,0.526,male,38,Pune,
C000929,2024-04-28,8,21703.07,2024-09-09,2712.88,0.139,0,,0,538,4,0.193,2,3.2,0.533,Female,63,BANGALORE,social
C000930,2024-01-03,47,102046.98,2024-08-29,2171.21,0.021,7,20,0,549,2,0.053,6,1.6,0.023,male,59,mumbai,referral
C000931,2024-04-14,50,84410.8,2024-05-16,1688.22,0.383,4,68,0,654,0,0.088,9,1.7,0.015,Male,58,Chennai,organic
C000932,2024-08-16,6,17606.61,2025-08-23,2934.43,0.212,3,91,0,190,5,0.679,15,2.9,0.224,M,31,Ahmedabad,paid_ad
C000933,2024-08-29,40,115737.73,2024-11-06,2893.44,0.357,4,37,0,480,1,0.656,14,4.6,0.245,F,56,Chandigarh,paid_ad
C000934,2024-08-18,9,12646.65,2024-12-29,1405.18,0.124,8,67,0,427,3,0.097,13,4.2,0.012,F,34,Bangalore,paid_ad
C000935,2024-11-27,9,26268.75,2025-01-26,2918.75,0.313,6,85,0,399,3,0.107,16,5.0,0.207,,46,Pune,referral
C000936,2024-02-16,38,99236.38,2024-09-17,2611.48,0.461,1,25,0,530,1,0.267,5,4.8,0.264,female,33,Bangalore,social
C000937,2024-04-24,34,74420.42,2024-08-15,2188.84,0.069,5,67,0,563,3,0.572,11,1.6,0.004,F,42,bangalore,referral
C000938,2024-01-09,9,11421.83,2024-10-19,1269.09,0.225,1,8,0,498,3,0.324,15,1.2,,Female,50,Mumbai,
C000939,2024-08-21,4,7811.38,2025-05-10,1952.85,0.465,5,35,0,295,3,0.435,7,2.2,0.013,Female,63,Bangalore,paid_ad
C000940,2024-04-26,40,80002.46,2024-11-17,2000.06,0.209,5,99,0,469,0,0.763,0,3.2,0.102,female,41,DELHI,organic
C000941,2024-07-28,10,68839.29,2025-04-15,2294.64,0.368,8,22,1,320,0,0.048,7,2.7,0.223,male,49,Pune,paid_ad
C000942,2024-04-16,21,7798.7,2024-11-25,371.37,0.032,0,42,0,461,3,0.262,5,2.1,,F,70,Mumbai,paid_ad
C000943,2024-09-11,42,82497.48,2025-03-29,1964.23,0.384,4,33,0,337,4,0.045,1,3.0,,female,32,Jaipur,paid_ad
C000944,2024-04-13,39,94537.31,2024-10-31,2424.03,0.198,2,52,0,486,2,0.169,17,4.9,0.321,M,65,Kochi,social
C000945,2024-12-12,14,23579.99,2025-09-29,1684.29,0.264,3,7,0,153,2,0.389,17,4.7,0.518,,21,chennai,paid_ad
C000946,2024-06-26,36,33016.24,2024-10-11,917.12,0.424,1,6,0,506,2,0.365,1,3.5,0.134,Male,23,Pune,organic
C000947,2024-01-24,32,53196.04,2024-03-29,1662.38,0.092,7,21,0,702,4,0.514,14,1.1,0.584,female,38,Chennai,
C000948,2024-11-02,44,28475.1,2025-02-26,647.16,0.14,3,17,0,368,5,0.249,9,4.8,0.476,F,50,Gurgaon,referral
C000949,2024-08-01,45,49716.19,2025-03-09,1104.8,0.195,7,39,0,357,0,0.105,11,3.6,0.031,female,70,Kolkata,
C000950,2024-10-18,29,15444.76,2024-11-13,532.58,0.294,4,41,0,473,2,0.343,5,1.1,,Male,55,BANGALORE,referral
C000951,2024-05-18,19,10702.22,2024-09-05,563.27,0.11,4,68,0,542,0,0.503,12,2.1,0.216,female,25,Bnglr,referral
C000952,2024-04-29,36,45079.14,2024-11-23,1252.2,0.422,4,14,0,463,4,0.553,8,3.2,0.189,male,54,Kochi,paid_ad
C000953,2024-08-11,41,84992.92,2025-04-19,2073.0,0.245,6,35,0,316,1,0.211,12,4.5,0.223,male,31,Ahmedabad,paid_ad
C000954,2024-01-04,32,46013.82,2024-07-19,1437.93,0.457,10,16,0,590,1,0.449,4,2.7,0.249,M,54,Gurgaon,paid_ad
C000955,2024-01-18,19,45689.95,2024-11-27,2404.73,0.464,1,93,0,459,0,0.312,4,4.0,0.007,F,26,Delhi,paid_ad
C000956,2024-07-09,35,17070.66,2025-08-01,487.73,0.074,5,61,0,212,5,0.203,6,4.1,0.016,male,51,Bnglr,
C000957,2024-12-16,40,81103.09,2025-04-28,2027.58,0.411,1,39,0,307,0,0.097,13,2.8,,male,30,bangalore,
C000958,2024-12-13,30,82475.63,2025-06-05,2749.19,0.442,5,19,0,269,3,0.016,8,2.7,0.494,Female,55,Delhi,paid_ad
C000959,2024-03-02,18,19087.0,2024-12-01,1060.39,0.491,2,,0,455,3,0.54,6,3.1,0.1,M,43,Delhi,
C000960,2024-09-09,42,120110.89,2025-06-24,2859.78,0.037,7,44,0,250,1,0.64,3,4.1,0.142,female,43,Indore,
C000961,2024-12-01,8,21199.26,2025-07-09,2649.91,0.374,1,,0,235,3,0.581,14,2.5,,M,31,Lucknow,referral
C000962,2024-11-06,50,92038.7,2025-03-19,1840.77,0.431,10,70,0,347,5,0.227,20,1.6,0.354,Male,63,Lucknow,
C000963,2024-10-15,39,79970.73,2024-12-22,2050.53,0.451,2,98,0,434,2,0.695,13,1.4,0.17,male,58,Noida,paid_ad
C000964,2024-08-05,34,71401.42,2024-09-20,2100.04,0.416,0,,0,527,1,0.725,15,4.5,0.096,male,31,Kolkata,
C000965,2024-11-08,13,13330.91,2025-04-16,325.14,0.084,10,17,1,319,0,0.045,7,4.1,0.013,male,40,Jaipur,
C000966,2024-06-30,3,5740.08,2025-04-16,1913.36,,2,16,0,319,1,0.659,4,4.3,0.025,F,64,Gurgaon,paid_ad
C000967,2024-02-17,11,22105.5,2025-02-10,2009.59,0.144,8,98,0,384,2,0.722,12,3.3,0.448,male,47,chennai,
C000968,2024-07-16,20,32854.86,2025-01-30,1642.74,0.305,1,,0,395,1,0.474,10,1.9,0.462,Female,48,Jaipur,paid_ad
C000969,2024-04-04,8,20621.99,2025-04-19,2577.75,0.177,7,61,0,316,0,0.314,10,3.2,0.224,M,63,Kochi,social
C000970,2024-02-15,12,108072.72,2024-10-14,2920.88,0.099,10,15,1,503,0,0.094,20,2.4,0.006,M,55,mumbai,referral
C000971,2024-03-10,41,43199.21,2024-08-13,1053.64,0.447,8,45,0,565,4,0.484,14,2.4,0.517,,45,Kolkata,
C000972,2024-05-27,3,28092.34,2025-02-28,2553.85,0.183,10,3,1,366,0,0.756,18,4.7,0.435,,19,Mumbai,social
C000973,2024-01-01,45,74495.38,2024-07-03,1655.45,0.243,9,,0,606,0,0.676,4,4.8,,Female,33,Delhi,paid_ad
C000974,2024-10-28,36,88076.65,2024-12-31,2446.57,0.096,3,23,0,425,4,0.166,11,1.6,0.179,,58,Kochi,
C000975,2024-02-26,30,19577.52,2024-05-12,652.58,0.14,1,39,0,658,5,0.578,2,3.0,0.55,,36,Delhi,referral
C000976,2024-02-28,2,5928.04,2024-02-29,2964.02,,3,46,0,731,1,0.264,16,,0.374,M,57,Chennai,referral
C000977,2024-07-20,32,44424.01,2024-09-15,1388.25,0.193,0,,0,532,4,0.456,9,2.1,0.013,F,53,Hyderabad,social
C000978,2024-11-08,15,36978.93,2024-12-25,2465.26,0.269,7,6,0,431,2,0.397,13,1.7,,Female,37,Delhi,paid_ad
C000979,2024-12-23,47,44920.36,2025-02-18,955.75,0.069,2,52,0,376,0,0.037,16,2.9,0.399,M,61,Hyderabad,social
C000980,2024-01-27,17,6652.17,2024-01-27,391.3,0.295,9,14,0,764,5,0.072,0,4.9,0.264,F,61,Lucknow,paid_ad
C000981,2024-05-09,46,109794.13,2024-05-10,2386.83,0.042,1,97,0,660,3,0.708,1,3.0,0.028,male,51,BANGALORE,referral
C000982,2024-11-02,7,19099.09,2025-11-03,2728.44,0.092,6,5,0,118,4,0.789,19,2.5,0.374,F,58,Chandigarh,referral
C000983,2024-05-10,21,62828.54,2024-06-04,2991.84,0.209,6,94,0,635,0,0.747,14,4.7,0.081,M,46,bangalore,referral
C000984,2024-12-01,26,11696.64,2025-03-17,449.87,0.151,4,66,0,349,0,0.788,11,1.8,0.07,Female,56,bangalore,
C000985,2024-06-13,19,48284.16,2024-08-09,2541.27,0.067,1,80,0,569,1,0.087,3,4.2,0.218,Female,29,Chandigarh,organic
C000986,2024-12-15,26,8678.87,2025-12-05,333.8,0.44,2,81,0,86,3,0.347,5,2.0,0.563,M,39,Lucknow,social
C000987,2024-09-28,25,35401.07,2024-12-20,1416.04,0.061,6,99,0,436,2,0.058,15,3.5,0.375,M,57,Bnglr,referral
C000988,2024-04-01,36,103444.69,2024-11-24,2873.46,0.207,1,90,0,462,2,0.572,8,1.1,0.557,,24,Chandigarh,organic
C000989,2024-01-08,2,3670.09,2024-06-25,1835.05,,8,34,0,614,4,0.774,5,,0.063,F,65,Jaipur,social
C000990,2024-04-29,7,14827.67,2025-03-17,2118.24,0.119,0,41,0,349,5,0.736,7,2.1,0.476,male,61,Chandigarh,referral
C000991,2024-04-18,12,46960.82,2024-10-12,1235.81,0.459,4,16,1,505,0,0.372,14,4.6,0.418,Male,31,Hyderabad,social
C000992,2024-10-15,45,87026.13,2025-05-07,1933.91,0.352,0,24,0,298,1,0.769,18,4.9,0.194,,30,BANGALORE,social
C000993,2024-09-06,2,13108.51,2024-12-18,2184.75,0.139,6,11,1,438,0,0.235,14,,0.154,F,41,Bnglr,
C000994,2024-07-13,43,66356.84,2025-05-11,1543.18,0.359,10,46,0,294,5,0.258,13,3.9,0.31,,65,Chandigarh,referral
C000995,2024-08-30,9,25496.47,2025-06-19,2832.94,0.409,8,34,0,255,0,0.502,9,3.1,0.159,M,64,Mumbai,paid_ad
